building_type,central_ac_yn,sq_ft_first_floor,sq_ft_second_floor,bathrooms,bedrooms,year_sold,sale_price
OneFam,Y,1265,673,2,4,2008,198000
OneFam,Y,1041,702,1,3,2007,175000
OneFam,Y,1152,0,1,3,2007,143450
OneFam,Y,1295,0,1,3,2007,164000
OneFam,Y,708,708,2,3,2006,179900
OneFam,Y,1442,0,2,2,2009,185000
OneFam,Y,1851,0,2,3,2006,192100
OneFam,N,1017,810,1,2,2006,202500
OneFam,Y,1546,0,2,3,2007,217000
OneFam,Y,1844,0,2,3,2010,190000
OneFam,Y,1105,1097,2,4,2007,263000
OneFam,Y,1164,1106,2,4,2010,290000
OneFam,Y,1797,0,1,3,2006,169000
OneFam,Y,1368,0,1,3,2009,120000
OneFam,Y,1560,0,1,2,2009,103500
OneFam,Y,768,432,1,3,2008,130500
OneFam,N,796,550,1,2,2007,112000
OneFam,Y,1320,0,1,3,2006,164500
OneFam,Y,2276,0,2,3,2008,475000
OneFam,Y,1766,0,2,3,2008,395039
OneFam,Y,1155,0,1,3,2010,148000
OneFam,Y,1383,1015,2,3,2007,315750
OneFam,N,792,328,1,2,2010,64000
OneFam,Y,1008,1275,2,4,2009,270000
OneFam,Y,847,1112,2,4,2007,215000
OneFam,Y,1382,0,2,1,2007,110000
OneFam,Y,894,0,1,3,2007,131000
OneFam,Y,1146,1340,3,5,2007,279900
OneFam,Y,1685,0,2,2,2007,253000
OneFam,Y,1694,0,2,3,2007,322400
OneFam,Y,1542,0,2,3,2007,260261
Duplex,Y,1652,0,2,4,2006,146500
OneFam,Y,1788,0,2,3,2009,236500
OneFam,Y,1532,797,2,4,2008,262280
Duplex,Y,816,0,1,3,2007,118500
OneFam,Y,2046,0,2,3,2009,372500
OneFam,Y,1792,0,2,2,2006,374000
OneFam,Y,1177,0,2,3,2007,151500
OneFam,Y,1027,606,1,3,2010,129000
OneFam,Y,1442,0,2,3,2009,180500
Duplex,Y,1168,1619,4,6,2009,269500
OneFam,Y,1344,0,2,3,2010,166500
OneFam,Y,1601,0,2,3,2009,157000
OneFam,Y,1504,0,2,3,2009,203000
OneFam,Y,1299,573,2,3,2009,261500
OneFam,N,1445,689,2,5,2009,214500
OneFam,Y,1346,0,2,3,2010,220000
OneFam,Y,946,988,2,3,2009,185000
OneFam,Y,1411,0,2,3,2009,82500
OneFam,Y,1392,0,1,3,2008,166000
OneFam,Y,684,876,2,3,2009,174000
OneFam,Y,831,828,2,3,2010,181000
OneFam,Y,1800,0,2,2,2009,239000
OneFam,Y,1182,1142,3,4,2006,345000
OneFam,Y,1592,0,2,3,2007,228000
OneFam,Y,1251,1250,2,4,2008,290000
OneFam,Y,1580,0,2,3,2008,235128
OneFam,Y,975,780,2,3,2009,235000
OneFam,Y,754,640,2,3,2007,165500
OneFam,Y,1161,808,2,3,2007,190000
OneFam,Y,1574,0,2,3,2008,232000
OneFam,Y,1433,0,1,1,2010,270000
OneFam,Y,849,811,1,3,2008,188700
OneFam,Y,1244,0,1,3,2007,150000
OneFam,Y,1234,1140,2,4,2007,285000
OneFam,Y,860,704,1,3,2009,174500
OneFam,Y,1122,0,1,2,2008,147000
OneFam,Y,2362,0,2,3,2007,255000
OneFam,Y,1388,0,2,3,2006,158900
OneFam,Y,774,1194,2,4,2010,269500
OneFam,Y,1086,838,2,3,2006,280000
OneFam,Y,796,816,2,3,2008,218689
OneFam,Y,1694,0,2,3,2007,318000
OneFam,Y,1118,912,2,4,2007,195000
OneFam,Y,1488,0,1,3,2006,135000
OneFam,Y,1734,0,2,3,2007,318000
OneFam,Y,1422,0,2,3,2008,175500
OneFam,Y,1140,728,3,3,2007,178000
OneFam,Y,725,754,2,3,2007,176000
OneFam,Y,1165,1098,2,4,2006,258000
OneFam,Y,1445,0,1,3,2009,158000
OneFam,Y,1136,1332,2,4,2007,354000
OneFam,Y,1216,0,1,3,2007,156000
OneFam,Y,1033,0,1,3,2008,165000
OneFam,Y,1082,1240,3,4,2006,287602
Duplex,N,1440,0,2,4,2008,118000
OneFam,Y,1710,0,2,3,2009,240000
OneFam,Y,999,0,1,3,2008,178400
OneFam,Y,1313,1246,2,4,2006,209000
OneFam,Y,1080,672,2,4,2010,164000
OneFam,Y,1661,0,2,3,2010,224900
OneFam,Y,1036,0,1,3,2009,133000
OneFam,Y,910,611,1,3,2006,147500
OneFam,N,1050,745,2,4,2008,131500
OneFam,Y,1299,0,2,2,2007,183500
OneFam,Y,1414,917,2,3,2008,379000
OneFam,N,810,672,2,4,2008,140000
OneFam,Y,1657,0,2,3,2007,163500
OneFam,Y,1188,0,1,3,2010,142000
OneFam,Y,1505,0,1,2,2009,149500
OneFam,Y,1940,1254,2,4,2007,359100
OneFam,Y,908,0,1,2,2007,138500
OneFam,Y,585,468,1,2,2008,120000
OneFam,Y,1541,0,2,3,2010,220000
OneFam,Y,1779,772,2,4,2007,384500
OneFam,Y,928,895,2,3,2008,235000
OneFam,Y,1411,0,1,3,2007,130000
OneFam,Y,1276,1336,2,4,2009,336000
OneFam,Y,1588,0,2,5,2008,65000
OneFam,Y,976,1111,2,5,2007,187500
OneFam,Y,804,1157,2,3,2009,215000
OneFam,Y,1326,0,2,3,2007,203000
OneFam,Y,955,925,2,3,2007,310013
OneFam,Y,2020,0,2,3,2009,402861
OneFam,Y,1022,1032,2,3,2009,244000
OneFam,Y,1542,1330,2,4,2008,272000
OneFam,Y,1740,0,2,4,2006,293000
OneFam,Y,1484,0,2,3,2007,175000
OneFam,Y,1482,780,2,4,2008,305000
OneFam,Y,1174,0,1,3,2008,158000
OneFam,Y,1500,1122,2,3,2010,325000
OneFam,Y,1328,1203,2,4,2007,290000
OneFam,Y,1428,0,2,3,2008,227680
OneFam,Y,1329,0,1,3,2009,176000
OneFam,Y,1966,0,2,1,2007,419005
OneFam,Y,1102,1371,2,4,2006,356383
OneFam,Y,1664,0,2,3,2007,213000
OneFam,Y,959,650,1,3,2006,199500
OneFam,Y,1496,636,1,1,2009,316600
OneFam,Y,1034,0,1,3,2010,169900
OneFam,Y,1164,1377,3,4,2007,349265
OneFam,Y,1068,1116,2,4,2009,254750
OneFam,Y,861,0,1,1,2009,82500
OneFam,Y,1422,0,1,3,2007,139900
OneFam,Y,1365,1325,2,3,2009,398800
OneFam,Y,2020,0,2,3,2009,404000
OneFam,Y,853,900,2,3,2007,217000
OneFam,Y,684,512,1,3,2009,110000
OneFam,Y,854,0,1,2,2007,128500
OneFam,Y,964,838,2,3,2010,218000
OneFam,N,729,0,1,2,2006,51689
OneFam,Y,1081,341,1,3,2006,137500
OneFam,Y,1699,1523,3,5,2010,320000
OneFam,Y,1944,0,2,3,2006,360000
OneFam,Y,1142,793,2,3,2007,197900
OneFam,Y,1539,1134,2,4,2009,249000
OneFam,Y,1218,943,2,3,2008,263400
OneFam,Y,847,1101,2,4,2006,195000
OneFam,Y,847,886,2,3,2007,225000
OneFam,Y,889,0,1,3,2008,137500
OneFam,Y,1215,0,1,3,2009,155000
OneFam,Y,1125,592,1,2,2006,194000
OneFam,Y,1651,0,2,3,2008,184000
OneFam,Y,944,896,2,3,2009,230000
OneFam,Y,963,829,2,3,2008,231500
Duplex,Y,1824,0,2,5,2008,146000
OneFam,Y,1264,1312,2,4,2006,361919
OneFam,Y,795,704,2,3,2006,187000
OneFam,Y,1932,0,2,2,2008,394617
OneFam,Y,1116,848,2,3,2006,252000
OneFam,Y,1114,0,2,3,2009,153000
OneFam,Y,1094,0,1,3,2007,149000
OneFam,Y,1718,0,2,3,2009,337500
OneFam,Y,1037,1285,2,4,2008,225000
OneFam,Y,1624,0,2,2,2006,262000
OneFam,Y,1040,0,1,3,2009,152000
OneFam,Y,1816,0,2,3,2007,356000
OneFam,Y,1742,590,2,3,2008,426000
OneFam,Y,1100,0,1,3,2008,141000
OneFam,Y,983,767,2,4,2008,160000
OneFam,Y,1420,1420,2,4,2008,292500
OneFam,Y,1281,457,2,4,2009,104900
OneFam,Y,1008,0,1,3,2009,139500
OneFam,Y,1078,0,1,3,2010,149900
OneFam,Y,1632,1158,2,4,2008,460000
OneFam,Y,1440,0,2,3,2007,182900
OneFam,Y,991,956,2,3,2010,254900
OneFam,Y,895,923,2,3,2007,281500
OneFam,Y,1565,1234,2,3,2006,315000
OneFam,Y,742,742,2,3,2009,174000
OneFam,Y,1530,0,2,3,2009,250000
OneFam,Y,2158,0,2,4,2007,243000
OneFam,Y,1978,0,2,2,2009,425000
OneFam,Y,1824,0,2,3,2007,392000
Duplex,Y,1728,0,2,4,2006,150900
OneFam,Y,876,540,1,4,2008,153900
OneFam,Y,1133,1349,2,4,2007,281213
OneFam,Y,2422,0,3,4,2007,255000
OneFam,Y,1688,0,2,2,2008,226500
OneFam,Y,3228,0,3,4,2007,430000
OneFam,Y,1246,0,1,3,2006,172000
OneFam,Y,882,0,1,2,2008,97000
OneFam,Y,2042,0,2,3,2009,253293
OneFam,Y,1582,0,2,3,2008,317500
OneFam,Y,1055,0,1,2,2007,147000
OneFam,Y,1466,1221,2,4,2009,327000
OneFam,Y,2470,0,1,1,2008,615000
OneFam,Y,1531,908,2,4,2007,275000
OneFam,Y,1285,782,2,3,2009,206000
OneFam,Y,864,0,1,3,2008,111250
Duplex,Y,2048,0,3,5,2010,170000
OneFam,Y,958,0,1,2,2007,151500
OneFam,Y,835,828,2,3,2008,192500
OneFam,N,950,0,1,2,2008,130000
OneFam,Y,1008,0,1,2,2006,139500
OneFam,Y,1828,0,2,3,2009,279500
OneFam,Y,616,1072,2,4,2008,200000
OneFam,Y,1644,0,2,2,2009,275000
OneFam,Y,1494,0,2,3,2008,221000
OneFam,Y,1518,631,1,1,2009,239686
OneFam,Y,920,860,2,3,2008,264966
OneFam,Y,1418,0,1,1,2010,267916
OneFam,Y,1627,707,2,3,2010,376162
OneFam,Y,1409,0,1,1,2007,245000
OneFam,Y,1209,1044,2,3,2006,344133
OneFam,Y,1760,0,2,3,2009,269500
OneFam,Y,1544,0,2,3,2010,290941
OneFam,Y,1464,0,2,3,2009,175000
OneFam,Y,833,0,1,2,2010,149900
OneFam,Y,1262,1005,1,3,2007,219000
OneFam,Y,1495,0,2,3,2008,150000
OneFam,Y,878,1126,2,4,2009,257500
OneFam,Y,1620,0,2,2,2009,315500
Duplex,Y,1258,0,0,0,2008,108959
OneFam,Y,780,780,1,3,2010,159900
OneFam,Y,2364,0,2,2,2010,611657
OneFam,Y,2117,0,2,4,2008,237500
OneFam,Y,1081,0,1,3,2008,148000
OneFam,Y,735,660,1,3,2009,162000
OneFam,Y,1152,645,2,3,2010,231000
OneFam,Y,912,0,1,2,2008,144000
OneFam,Y,1647,0,2,3,2006,217500
OneFam,Y,1182,960,2,4,2009,193500
OneFam,Y,1220,0,2,2,2007,170000
OneFam,Y,1153,1200,2,4,2009,260000
OneFam,Y,993,1243,2,4,2006,222000
OneFam,Y,882,0,1,2,2009,124500
OneFam,Y,1096,0,1,3,2008,157500
OneFam,Y,1100,0,1,3,2006,145000
OneFam,Y,691,807,2,3,2006,187500
OneFam,Y,781,890,2,3,2006,170000
OneFam,Y,1000,0,1,1,2006,164000
OneFam,Y,1024,0,1,3,2006,120875
OneFam,Y,1053,795,1,4,2008,207000
OneFam,Y,1211,0,2,3,2008,161000
OneFam,Y,1718,1238,2,5,2007,342000
OneFam,Y,1112,0,1,2,2009,126000
OneFam,Y,1114,0,1,3,2009,159000
OneFam,Y,1114,0,1,3,2009,142000
OneFam,Y,1175,0,1,3,2008,146000
OneFam,Y,1131,0,1,3,2006,132000
OneFam,Y,1141,0,1,3,2006,142500
OneFam,Y,1158,0,1,3,2006,158000
Duplex,Y,1728,0,2,6,2008,142600
OneFam,Y,1226,0,1,2,2007,153500
OneFam,Y,2079,608,2,4,2006,270000
OneFam,Y,1493,0,2,3,2008,208900
OneFam,Y,912,1215,2,4,2007,238000
OneFam,Y,960,780,1,3,2007,219500
OneFam,Y,1803,0,2,3,2006,155000
OneFam,Y,1074,990,2,4,2006,250000
OneFam,Y,892,892,1,4,2006,138887
OneFam,Y,872,899,2,3,2008,215700
OneFam,Y,1251,1098,2,4,2010,362500
OneFam,Y,846,846,2,3,2009,224500
OneFam,Y,2036,604,3,3,2006,405749
OneFam,Y,1652,0,2,2,2009,325000
OneFam,Y,2073,0,2,3,2010,210000
OneFam,Y,1570,0,1,3,2008,166800
OneFam,Y,1497,797,3,5,2007,202500
OneFam,Y,608,850,2,3,2007,168165
OneFam,Y,2018,0,2,3,2010,378500
OneFam,Y,1426,488,2,3,2006,279000
OneFam,Y,1154,896,2,4,2009,154000
OneFam,Y,1578,0,2,3,2008,240000
Duplex,Y,1728,0,2,6,2010,84900
OneFam,Y,1105,1295,3,4,2009,290000
OneFam,Y,1689,0,2,3,2008,271000
OneFam,Y,1383,0,1,3,2008,165000
OneFam,Y,1698,0,2,3,2009,320000
OneFam,Y,744,630,2,3,2010,184500
OneFam,Y,928,0,1,2,2007,132000
OneFam,Y,1384,0,1,2,2006,159000
OneFam,Y,1561,0,2,3,2009,193000
OneFam,Y,1166,1129,2,4,2006,268000
OneFam,Y,894,0,1,3,2006,142500
OneFam,Y,845,825,1,4,2008,170000
OneFam,Y,964,0,1,2,2009,163500
OneFam,Y,1846,0,2,3,2006,233555
OneFam,Y,1404,0,2,3,2009,160000
OneFam,Y,1360,0,1,3,2006,140000
OneFam,Y,1086,0,1,3,2006,159950
OneFam,Y,1850,898,2,4,2008,390000
OneFam,Y,1132,1320,3,4,2006,309000
OneFam,Y,951,828,2,3,2006,217000
OneFam,Y,2036,0,2,3,2009,410000
OneFam,Y,1148,1402,2,4,2007,338931
OneFam,Y,920,941,2,3,2006,200000
OneFam,Y,2392,0,2,3,2009,386250
OneFam,Y,1122,1121,2,4,2007,225000
OneFam,Y,1728,568,2,3,2009,451950
OneFam,Y,1728,0,2,3,2009,177625
OneFam,Y,1521,1254,3,3,2008,325000
OneFam,Y,1252,0,1,1,2008,235000
OneFam,Y,1312,1142,2,3,2007,185000
OneFam,Y,1636,0,2,3,2007,255000
OneFam,Y,1808,0,2,3,2009,324000
OneFam,Y,1060,764,1,3,2007,180500
OneFam,Y,725,754,2,3,2010,130500
OneFam,Y,1966,1174,3,4,2009,485000
OneFam,Y,935,0,1,3,2006,137000
OneFam,Y,1168,1332,3,5,2008,355000
OneFam,Y,1392,0,1,2,2009,110000
OneFam,Y,990,0,1,3,2006,156000
OneFam,Y,1186,800,2,3,2009,205000
OneFam,Y,1056,0,1,3,2006,125000
OneFam,Y,1182,800,2,3,2009,208000
OneFam,Y,1802,0,2,3,2007,372000
OneFam,Y,1960,0,2,3,2006,320000
OneFam,Y,1943,713,2,3,2007,492000
OneFam,Y,1687,563,2,3,2010,320000
OneFam,Y,1252,668,2,4,2006,172500
OneFam,Y,2223,0,2,3,2007,244000
OneFam,Y,1722,1036,2,4,2007,418000
OneFam,Y,1696,0,1,3,2007,143900
OneFam,Y,1733,0,2,4,2009,139600
OneFam,Y,840,727,1,2,2009,205000
OneFam,Y,1426,1519,3,3,2006,438780
OneFam,Y,1572,1096,2,3,2008,412500
OneFam,Y,2674,0,2,2,2009,610000
OneFam,Y,2464,0,2,4,2008,417500
OneFam,Y,2069,574,2,3,2007,380000
OneFam,Y,1114,0,1,3,2008,159000
OneFam,Y,1114,0,1,3,2008,155000
OneFam,Y,902,918,1,4,2008,201800
OneFam,Y,1541,0,2,3,2006,205000
OneFam,Y,910,648,1,4,2007,152000
OneFam,Y,1236,872,2,4,2008,235000
OneFam,Y,1700,512,2,3,2006,309000
OneFam,Y,1187,530,2,3,2007,187500
OneFam,Y,1792,0,2,2,2006,372397
OneFam,Y,1176,0,1,3,2007,137000
OneFam,Y,1316,972,1,4,2009,230000
OneFam,Y,1137,0,2,2,2006,176000
OneFam,Y,1021,580,1,3,2008,140000
OneFam,Y,928,701,2,3,2010,189900
OneFam,Y,1377,806,2,4,2006,229000
OneFam,Y,2000,704,2,4,2009,345000
OneFam,Y,794,676,2,3,2007,177000
OneFam,Y,2042,0,2,3,2007,455000
OneFam,Y,1734,1088,3,4,2009,582933
OneFam,Y,1710,0,2,2,2008,372402
OneFam,Y,2552,0,2,3,2007,479069
OneFam,Y,2076,0,2,2,2006,465000
OneFam,Y,996,0,1,3,2008,108000
OneFam,Y,1117,1089,2,4,2006,300000
OneFam,Y,1306,954,2,3,2010,328000
OneFam,Y,1152,0,1,3,2009,158500
OneFam,Y,936,840,2,3,2006,192500
OneFam,Y,879,984,2,4,2006,219210
OneFam,Y,851,858,2,3,2008,185000
OneFam,Y,2234,0,1,1,2007,441929
OneFam,Y,1968,1479,3,4,2008,381000
OneFam,Y,1152,0,1,3,2010,180500
OneFam,Y,1472,0,2,3,2009,187500
OneFam,Y,796,566,1,1,2009,143000
OneFam,Y,1811,0,1,2,2006,230000
OneFam,Y,1822,0,2,3,2010,259000
OneFam,Y,1384,0,2,3,2008,177900
OneFam,Y,1200,0,1,3,2008,173000
OneFam,Y,1621,0,2,3,2006,202500
OneFam,Y,1020,0,2,3,2007,165000
OneFam,Y,1071,1101,2,3,2007,280000
OneFam,Y,1922,0,2,3,2007,377426
OneFam,Y,1101,1099,2,4,2008,225000
OneFam,Y,1188,0,1,1,2008,185000
OneFam,Y,1375,0,1,3,2007,187000
OneFam,Y,1437,0,1,3,2006,168000
OneFam,Y,1000,544,2,3,2007,138000
OneFam,Y,993,915,2,4,2010,202900
OneFam,Y,1216,941,2,4,2006,226000
OneFam,Y,1104,697,1,3,2006,210000
OneFam,Y,1158,1218,3,4,2006,325300
OneFam,Y,1022,0,1,3,2007,139500
OneFam,Y,1973,0,2,3,2007,395000
OneFam,Y,1600,0,2,3,2009,256300
OneFam,Y,831,614,2,3,2010,138500
OneFam,Y,1790,0,2,3,2008,180000
OneFam,Y,1794,978,3,4,2009,462000
OneFam,Y,1145,1053,2,4,2008,250000
OneFam,Y,1329,0,1,3,2010,172000
OneFam,Y,1217,1168,2,3,2007,350000
OneFam,Y,1005,0,1,3,2007,115400
OneFam,Y,2696,0,2,3,2010,500000
OneFam,Y,1987,0,2,2,2008,301500
OneFam,Y,1236,1104,2,4,2008,306000
OneFam,Y,1558,0,2,2,2008,163000
OneFam,Y,2151,495,2,3,2006,260000
OneFam,Y,1800,0,2,3,2006,312500
OneFam,Y,2122,0,2,2,2007,345474
OneFam,Y,1187,0,1,2,2007,140500
OneFam,Y,1180,882,2,3,2007,277000
OneFam,Y,1344,0,1,3,2009,137500
OneFam,Y,1950,0,2,2,2008,383000
OneFam,Y,1479,0,2,3,2009,213500
OneFam,Y,1839,0,2,3,2007,257500
OneFam,Y,1782,0,2,3,2008,220000
OneFam,Y,2121,0,2,3,2007,415298
OneFam,Y,1641,0,2,3,2009,316500
OneFam,Y,1629,0,2,3,2007,270000
OneFam,Y,1352,1168,2,5,2006,310000
OneFam,Y,1363,0,1,2,2009,164900
OneFam,Y,832,825,2,3,2008,189000
OneFam,Y,1530,0,2,3,2007,259000
OneFam,N,733,0,1,2,2008,13100
OneFam,Y,1429,0,1,3,2007,181900
OneFam,Y,1506,0,2,2,2008,264132
OneFam,Y,894,1039,2,4,2008,214000
OneFam,Y,1838,0,2,2,2009,315000
OneFam,Y,1104,884,2,4,2008,227000
OneFam,Y,1273,0,1,2,2009,155000
OneFam,Y,2196,0,2,3,2009,271900
OneFam,Y,1694,0,2,2,2009,318750
OneFam,Y,1567,0,2,2,2009,256000
OneFam,Y,2053,1185,2,4,2010,410000
OneFam,Y,1463,0,2,3,2009,207000
OneFam,Y,1547,720,2,2,2006,169000
OneFam,Y,1422,1177,2,4,2010,333168
OneFam,Y,1640,0,1,3,2008,224000
OneFam,Y,1868,0,2,2,2006,415000
OneFam,Y,1787,0,2,3,2006,275000
OneFam,Y,2084,0,2,2,2008,385000
OneFam,Y,1097,896,2,4,2006,190000
OneFam,Y,1780,0,2,2,2006,378000
OneFam,Y,2492,0,2,2,2009,552000
OneFam,Y,1092,0,1,2,2006,141000
OneFam,Y,1670,0,2,3,2006,240000
OneFam,Y,1786,0,2,3,2008,300000
OneFam,Y,1746,0,2,3,2009,377500
OneFam,Y,1476,1237,2,3,2008,446261
OneFam,Y,1976,0,2,2,2007,440000
OneFam,Y,916,720,2,3,2008,173000
OneFam,Y,1490,1304,2,4,2009,403000
OneFam,Y,1670,0,2,2,2006,336820
OneFam,Y,1026,0,1,3,2010,150000
OneFam,Y,1464,0,2,3,2007,282922
OneFam,Y,2200,0,2,3,2009,382500
OneFam,Y,1675,0,2,3,2010,173000
OneFam,Y,2452,0,2,3,2009,445000
OneFam,Y,1212,780,2,3,2007,211000
OneFam,Y,1264,0,1,2,2010,169000
OneFam,Y,1776,0,2,3,2007,283463
OneFam,Y,1138,0,1,3,2009,148000
OneFam,Y,788,702,2,3,2008,184000
OneFam,Y,1620,0,2,4,2008,215000
OneFam,Y,904,611,2,4,2009,165000
OneFam,Y,1884,0,2,2,2008,387000
OneFam,Y,1494,0,2,3,2010,169000
OneFam,Y,1740,0,1,2,2009,241600
OneFam,Y,928,836,2,3,2009,231500
OneFam,Y,884,0,1,2,2006,142000
OneFam,Y,2402,0,2,2,2009,555000
OneFam,Y,2046,0,2,2,2007,450000
OneFam,Y,2898,0,2,2,2008,287000
OneFam,Y,864,0,1,3,2009,133500
OneFam,Y,676,588,1,3,2008,147500
OneFam,Y,840,840,2,4,2008,177000
OneFam,Y,728,728,2,3,2006,172785
OneFam,Y,2071,0,1,4,2009,165000
OneFam,Y,1304,983,2,3,2006,225000
Duplex,Y,1102,1075,2,5,2010,215000
OneFam,N,986,537,2,3,2009,158000
OneFam,Y,1278,1037,2,4,2006,257000
OneFam,Y,1801,0,2,1,2010,289000
OneFam,Y,1126,0,2,3,2008,175000
OneFam,Y,1079,840,2,3,2006,233230
OneFam,Y,2411,2065,3,4,2007,745000
OneFam,Y,1383,0,1,2,2009,122000
OneFam,Y,810,496,1,3,2009,130000
OneFam,Y,1137,817,1,3,2008,311500
OneFam,Y,2014,0,2,2,2009,275000
OneFam,Y,1513,0,2,2,2009,220000
OneFam,Y,924,0,1,2,2007,112500
OneFam,Y,768,728,3,3,2007,181755
OneFam,Y,1687,998,2,5,2009,197000
OneFam,Y,2217,0,2,4,2007,268000
OneFam,Y,1096,0,1,3,2006,138800
OneFam,Y,1223,1089,2,4,2009,245000
OneFam,Y,1390,1405,3,4,2006,401179
OneFam,Y,1356,0,2,3,2007,188000
OneFam,Y,1482,0,2,3,2006,125000
OneFam,Y,1414,1384,3,3,2006,457347
OneFam,Y,1850,0,2,3,2006,326000
OneFam,Y,1850,848,2,4,2006,535000
OneFam,Y,1992,876,3,4,2006,556581
OneFam,Y,1301,1116,2,4,2006,260000
OneFam,Y,1176,0,1,2,2006,119900
OneFam,Y,1432,0,1,2,2007,194000
OneFam,Y,1530,0,2,3,2009,260000
OneFam,Y,1618,0,2,2,2006,252000
OneFam,Y,1494,0,2,3,2007,215000
OneFam,Y,1119,0,2,2,2007,188500
OneFam,Y,1210,1242,2,4,2007,267000
OneFam,Y,1249,1347,3,4,2006,342643
OneFam,Y,907,0,1,3,2009,140000
OneFam,Y,1671,0,3,3,2008,290000
OneFam,Y,1430,0,2,3,2009,187100
OneFam,Y,901,450,1,3,2007,122000
OneFam,Y,907,0,1,3,2007,130000
OneFam,Y,1600,0,1,2,2006,207500
OneFam,Y,1844,0,2,3,2006,223000
OneFam,Y,1738,851,2,4,2006,412083
OneFam,Y,1804,886,2,4,2008,370000
OneFam,Y,872,521,1,3,2008,135500
OneFam,Y,1888,0,2,2,2010,190000
OneFam,Y,1320,0,2,3,2009,172500
OneFam,Y,1310,1140,2,3,2009,340000
OneFam,Y,1170,1175,2,4,2006,239000
OneFam,Y,1097,0,1,3,2007,147900
OneFam,Y,1602,0,2,3,2009,215000
OneFam,Y,1701,0,2,3,2007,171000
OneFam,Y,1582,570,2,3,2007,260116
OneFam,Y,1468,795,2,3,2006,235000
OneFam,Y,1707,0,2,2,2006,228000
OneFam,Y,1392,1392,3,5,2006,250000
OneFam,Y,944,815,2,3,2009,233500
OneFam,Y,1980,0,2,3,2006,315000
OneFam,Y,1195,644,2,4,2010,221000
OneFam,Y,1712,0,2,3,2009,286500
OneFam,Y,1567,1087,3,4,2007,158000
OneFam,Y,1782,0,2,3,2009,296000
OneFam,Y,1515,1134,2,4,2008,421250
OneFam,Y,1328,0,1,2,2007,170000
OneFam,Y,1586,0,2,3,2009,181000
OneFam,Y,1117,864,2,4,2010,230000
OneFam,Y,664,832,2,3,2006,179665
OneFam,Y,1120,468,2,4,2008,134432
OneFam,Y,1229,0,1,3,2009,135000
OneFam,Y,2290,0,2,2,2007,500067
OneFam,Y,914,0,1,2,2007,128000
OneFam,Y,1140,0,1,3,2006,84500
OneFam,Y,1341,0,1,1,2007,246900
OneFam,Y,1933,1567,3,4,2006,584500
OneFam,Y,1019,537,2,3,2010,172500
OneFam,Y,1126,0,2,3,2006,160000
OneFam,Y,2234,0,2,1,2009,501837
OneFam,Y,1645,830,2,4,2010,355000
OneFam,Y,1508,0,1,1,2010,308030
OneFam,Y,1902,0,2,3,2010,335000
OneFam,Y,1906,0,1,3,2009,224000
OneFam,Y,912,546,1,3,2010,97500
OneFam,N,872,0,1,2,2006,105000
OneFam,Y,1325,0,2,3,2007,216000
OneFam,Y,1516,651,2,3,2007,294000
OneFam,Y,2365,0,2,3,2009,315000
OneFam,Y,1478,0,2,3,2009,157500
OneFam,Y,916,826,1,4,2009,168000
OneFam,Y,1466,0,1,3,2006,149900
OneFam,Y,2497,0,2,2,2007,373000
OneFam,N,1242,0,1,2,2007,109900
OneFam,Y,1724,0,1,3,2009,197900
OneFam,Y,1680,0,2,4,2007,170000
OneFam,Y,1779,0,1,3,2006,170000
OneFam,Y,1160,0,1,3,2008,152500
OneFam,Y,894,0,1,2,2008,81000
OneFam,Y,1636,971,3,3,2007,200500
OneFam,Y,2726,0,2,2,2007,315000
OneFam,Y,1528,1862,3,5,2006,545224
OneFam,Y,1128,0,1,3,2007,154204
OneFam,Y,2000,0,2,3,2006,470000
OneFam,Y,1256,0,2,3,2008,180000
OneFam,Y,1900,548,3,3,2006,277500
OneFam,Y,1675,1818,3,3,2008,295000
OneFam,Y,1465,915,2,3,2007,129000
OneFam,Y,1324,0,2,3,2010,199500
OneFam,Y,2064,0,2,3,2008,235000
OneFam,Y,1052,558,2,4,2010,124000
OneFam,Y,790,784,2,3,2006,190000
OneFam,Y,1287,604,3,3,2010,212500
Duplex,Y,1361,1259,2,4,2007,190000
OneFam,Y,864,0,1,2,2010,141000
OneFam,Y,1338,0,1,2,2009,156500
OneFam,Y,1382,0,1,3,2009,176000
OneFam,Y,1392,1070,2,4,2006,320000
OneFam,Y,1430,0,2,3,2008,192000
OneFam,Y,1271,1232,2,3,2007,300000
OneFam,Y,1518,0,1,2,2008,260000
OneFam,Y,896,756,2,3,2010,203135
OneFam,Y,1575,626,2,4,2006,274970
OneFam,Y,1836,1836,3,5,2006,415000
OneFam,Y,2207,0,2,3,2010,180000
OneFam,Y,1337,672,2,4,2006,235000
OneFam,Y,2279,0,2,4,2007,257000
OneFam,Y,1224,0,1,4,2006,131000
OneFam,Y,1483,0,1,1,2010,270000
OneFam,Y,1743,0,0,0,2007,279000
OneFam,Y,1524,0,2,3,2008,245000
OneFam,Y,1830,0,1,2,2006,278000
OneFam,Y,1848,880,2,4,2006,437154
OneFam,Y,1236,857,2,3,2008,215000
OneFam,Y,1696,0,2,3,2007,198000
OneFam,Y,2156,0,2,3,2006,262500
OneFam,Y,2097,0,1,1,2006,423000
OneFam,Y,2259,0,2,3,2007,217000
OneFam,Y,1308,1778,3,4,2007,301600
OneFam,Y,720,551,2,4,2008,135000
OneFam,Y,2039,0,1,3,2006,167000
